"","FIPS","City","Year","Population","Primary.Point","Date"
"5950",1919810,"Delphos","April 01 2000",25,"POINT (-94.3402745 40.663174)",2000-04-01
"5951",1963075,"Pisgah","July 01 2016",238,"POINT (-95.9263861 41.8304354)",2016-07-01
"5952",1911395,"Casey","July 01 2003",464,"POINT (-94.5212707 41.5074602)",2003-07-01
"5953",1971040,"Scarville","April 01 1990",92,"POINT (-93.6165718 43.4709669)",1990-04-01
"5954",1987060,"Worthington","July 01 2014",406,"POINT (-91.1207613 42.398071)",2014-07-01
"5955",1913350,"Churdan","July 01 2007",369,"POINT (-94.4786263 42.1538724)",2007-07-01
"5956",1917130,"Crawfordsville","July 01 2001",300,"POINT (-91.5366275 41.2139194)",2001-07-01
"5957",1961860,"Patterson","July 01 2007",131,"POINT (-93.8771716 41.3484882)",2007-07-01
"5958",1963570,"Pleasanton","July 01 1998",63,"POINT (-93.7430081 40.5824833)",1998-07-01
"5959",1982335,"Washington","July 01 2016",7367,"POINT (-91.6928008 41.2982237)",2016-07-01
"5960",1964875,"Promise City","July 01 1994",127,"POINT (-93.1497895 40.7473394)",1994-07-01
"5961",1905185,"Beaver","July 01 2019",50,"POINT (-94.139911 42.0382078)",2019-07-01
"5962",1901855,"Ames","July 01 2017",66301,"POINT (-93.627573 42.0261266)",2017-07-01
"5963",1952275,"Millerton","July 01 1999",40,"POINT (-93.3057058 40.8493458)",1999-07-01
"5964",1908425,"Bridgewater","July 01 1999",163,"POINT (-94.6689384 41.2470992)",1999-07-01
"5965",1902755,"Arion","July 01 1991",148,"POINT (-95.4623218 41.9481606)",1991-07-01
"5966",1967215,"Rippey","July 01 1992",275,"POINT (-94.2007998 41.9342117)",1992-07-01
"5967",1931845,"Graf","July 01 1992",92,"POINT (-90.8732325 42.4938574)",1992-07-01
"5968",1962130,"Peosta","July 01 2013",1510,"POINT (-90.8475209 42.447383)",2013-07-01
"5969",1944580,"Le Roy","July 01 2014",14,"POINT (-93.5924703 40.8783629)",2014-07-01
"5970",1904420,"Bancroft","July 01 1995",829,"POINT (-94.2175386 43.292755)",1995-07-01
"5971",1985800,"Williams","July 01 2019",320,"POINT (-93.5410724 42.489213)",2019-07-01
"5972",1921000,"Des Moines","July 01 1995",194391,"POINT (-93.6104316 41.5725032)",1995-07-01
"5973",1979770,"University Heights","July 01 1997",932,"POINT (-91.5588548 41.6550607)",1997-07-01
"5974",1972075,"Sharpsburg","July 01 2012",89,"POINT (-94.640482 40.802969)",2012-07-01
"5975",1926895,"Farmington","July 01 2012",656,"POINT (-91.7390137 40.6388538)",2012-07-01
"5976",1933420,"Guthrie Center","April 01 1990",1614,"POINT (-94.4989474 41.6781243)",1990-04-01
"5977",1914925,"Coggon","July 01 1992",655,"POINT (-91.5303669 42.2783061)",1992-07-01
"5978",1923430,"Earlville","July 01 1999",873,"POINT (-91.2701068 42.4827545)",1999-07-01
"5979",1907840,"Boyden","July 01 2013",708,"POINT (-96.0030629 43.1889502)",2013-07-01
"5980",1981615,"Wahpeton","July 01 2008",431,"POINT (-95.1744377 43.3741639)",2008-07-01
"5981",1987015,"Woolstock","July 01 1994",210,"POINT (-93.8432601 42.5647758)",1994-07-01
"5982",1948900,"Manly","July 01 2013",1306,"POINT (-93.2009752 43.2880706)",2013-07-01
"5983",1973650,"Smithland","July 01 1991",292,"POINT (-95.9311714 42.2289603)",1991-07-01
"5984",1944535,"Leon","July 01 2013",1888,"POINT (-93.7545236 40.7407471)",2013-07-01
"5985",1939630,"Jewell Junction","July 01 2012",1195,"POINT (-93.6402159 42.3069254)",2012-07-01
"5986",1953490,"Montezuma","July 01 1994",1679,"POINT (-92.5273821 41.5833762)",1994-07-01
"5987",1949260,"Marathon","July 01 1998",294,"POINT (-94.9828656 42.8601931)",1998-07-01
"5988",1966405,"Remsen","July 01 2015",1635,"POINT (-95.9724007 42.8148253)",2015-07-01
"5989",1943410,"Larchwood","July 01 2003",786,"POINT (-96.4368372 43.4544239)",2003-07-01
"5990",1918255,"Dallas Center","July 01 1995",1577,"POINT (-93.9816407 41.6854114)",1995-07-01
"5991",1968700,"Rose Hill","July 01 2003",203,"POINT (-92.4636988 41.3203615)",2003-07-01
"5992",1960465,"Ottumwa","April 01 1990",24488,"POINT (-92.4186136 41.0195769)",1990-04-01
"5993",1901540,"Alta Vista","July 01 2009",260,"POINT (-92.4170267 43.1967709)",2009-07-01
"5994",1974685,"Spring Hill","July 01 2001",92,"POINT (-93.6498879 41.4121875)",2001-07-01
"5995",1969105,"Royal","April 01 2000",479,"POINT (-95.283721 43.0644413)",2000-04-01
"5996",1955065,"Murray","July 01 1994",708,"POINT (-93.9488848 41.0413552)",1994-07-01
"5997",1945660,"Liscomb","July 01 1998",248,"POINT (-93.0061716 42.1910286)",1998-07-01
"5998",1937155,"Hopkinton","July 01 1996",692,"POINT (-91.248661 42.3431218)",1996-07-01
"5999",1917670,"Crystal Lake","July 01 1999",229,"POINT (-93.792707 43.2229779)",1999-07-01
"6000",1957720,"Norway","July 01 2016",527,"POINT (-91.9226667 41.9022211)",2016-07-01
"6001",1983055,"Webster","April 01 2010",88,"POINT (-92.1715154 41.4378773)",2010-04-01
"6002",1923475,"Early","July 01 1994",603,"POINT (-95.1523842 42.4614169)",1994-07-01
"6003",1931395,"Glidden","July 01 1999",1113,"POINT (-94.7266652 42.0576308)",1999-07-01
"6004",1930630,"Gilbert","July 01 2006",1045,"POINT (-93.6462341 42.1072488)",2006-07-01
"6005",1921405,"Dike","July 01 2006",1146,"POINT (-92.6255847 42.4641335)",2006-07-01
"6006",1959970,"Ossian","July 01 2004",828,"POINT (-91.7648546 43.1467277)",2004-07-01
"6007",1975720,"Stout","July 01 1993",191,"POINT (-92.7115452 42.5268983)",1993-07-01
"6008",1921540,"Dixon","July 01 2014",249,"POINT (-90.7823709 41.742124)",2014-07-01
"6009",1925995,"Evansdale","July 01 2003",4447,"POINT (-92.2764679 42.4634704)",2003-07-01
"6010",1906490,"Bevington","July 01 1993",54,"POINT (-93.7902373 41.3595466)",1993-07-01
"6011",1947865,"McClelland","July 01 2019",155,"POINT (-95.68343 41.3284733)",2019-07-01
"6012",1929280,"Fruitland","July 01 2015",983,"POINT (-91.1287744 41.347424)",2015-07-01
"6013",1942330,"Ladora","July 01 2014",281,"POINT (-92.1859015 41.755506)",2014-07-01
"6014",1956910,"Nora Springs","July 01 2001",1498,"POINT (-93.0094807 43.1445424)",2001-07-01
"6015",1900865,"Albert City","July 01 1995",768,"POINT (-94.949139 42.7816026)",1995-07-01
"6016",1978330,"Titonka","July 01 1998",587,"POINT (-94.0413989 43.2371658)",1998-07-01
"6017",1947865,"McClelland","July 01 1994",141,"POINT (-95.68343 41.3284733)",1994-07-01
"6018",1944985,"Libertyville","July 01 1991",268,"POINT (-92.0501957 40.9582432)",1991-07-01
"6019",1917670,"Crystal Lake","July 01 2003",274,"POINT (-93.792707 43.2229779)",2003-07-01
"6020",1971355,"Searsboro","July 01 2008",151,"POINT (-92.7042765 41.5792084)",2008-07-01
"6021",1931530,"Goldfield","July 01 1999",698,"POINT (-93.918191 42.7356412)",1999-07-01
"6022",1969510,"Sabula","July 01 1998",701,"POINT (-90.1757883 42.0666587)",1998-07-01
"6023",1963345,"Plano","July 01 1996",71,"POINT (-93.0469452 40.7554226)",1996-07-01
"6024",1919810,"Delphos","July 01 2001",24,"POINT (-94.3402745 40.663174)",2001-07-01
"6025",1929190,"Fremont","July 01 1996",739,"POINT (-92.4342399 41.2125273)",1996-07-01
"6026",1939000,"Irwin","July 01 1994",386,"POINT (-95.2067933 41.7901573)",1994-07-01
"6027",1980985,"Villisca","July 01 2015",1178,"POINT (-94.9819234 40.9298265)",2015-07-01
"6028",1950205,"Masonville","July 01 2013",125,"POINT (-91.5915017 42.4798479)",2013-07-01
"6029",1907075,"Blue Grass","July 01 2001",1165,"POINT (-90.7648763 41.5095767)",2001-07-01
"6030",1986835,"Woodbine","July 01 1991",1612,"POINT (-95.7067259 41.7346202)",1991-07-01
"6031",1953175,"Mondamin","July 01 1998",465,"POINT (-96.0214962 41.7100398)",1998-07-01
"6032",1938415,"Inwood","July 01 2006",850,"POINT (-96.4350789 43.3092965)",2006-07-01
"6033",1901630,"Altoona","July 01 2011",15010,"POINT (-93.4768466 41.6468624)",2011-07-01
"6034",1913755,"Clarksville","April 01 2010",1439,"POINT (-92.6680076 42.7799869)",2010-04-01
"6035",1957495,"North Washington","July 01 2019",138,"POINT (-92.4153905 43.117289)",2019-07-01
"6036",1914025,"Clear Lake","July 01 1998",8660,"POINT (-93.3739922 43.1346536)",1998-07-01
"6037",1902800,"Arispe","July 01 1996",94,"POINT (-94.2191509 40.9480308)",1996-07-01
"6038",1980580,"Ventura","April 01 1990",590,"POINT (-93.4621042 43.1283345)",1990-04-01
"6039",1956505,"Newton","July 01 1992",15043,"POINT (-93.0404672 41.6965281)",1992-07-01
"6040",1977340,"Templeton","July 01 2007",329,"POINT (-94.9415676 41.9181145)",2007-07-01
"6041",1944220,"Le Grand","July 01 1993",841,"POINT (-92.7749753 42.0066925)",1993-07-01
"6042",1921675,"Dolliver","July 01 1994",101,"POINT (-94.6143179 43.4638362)",1994-07-01
"6043",1964425,"Prairieburg","July 01 2008",167,"POINT (-91.4258359 42.2377349)",2008-07-01
"6044",1954165,"Morrison","July 01 2019",91,"POINT (-92.6732838 42.3429631)",2019-07-01
"6045",1944670,"Lester","July 01 2001",250,"POINT (-96.3314371 43.4402995)",2001-07-01
"6046",1923115,"Dyersville","July 01 2008",4153,"POINT (-91.1174613 42.4817273)",2008-07-01
"6047",1906940,"Blencoe","July 01 2019",197,"POINT (-96.0821104 41.9303416)",2019-07-01
"6048",1907840,"Boyden","July 01 1993",664,"POINT (-96.0030629 43.1889502)",1993-07-01
"6049",1914880,"Coburg","July 01 2015",40,"POINT (-95.2655524 40.9187888)",2015-07-01
"6050",1947055,"Luana","July 01 2009",239,"POINT (-91.4557178 43.0594516)",2009-07-01
"6051",1935580,"Hazleton","July 01 2009",924,"POINT (-91.9058398 42.6177464)",2009-07-01
"6052",1907930,"Braddyville","April 01 2010",159,"POINT (-95.0311862 40.5806312)",2010-04-01
"6053",1922620,"Dumont","July 01 2007",635,"POINT (-92.9735076 42.7521928)",2007-07-01
"6054",1965820,"Raymond","April 01 1990",619,"POINT (-92.2295794 42.4693809)",1990-04-01
"6055",1939135,"Jackson Junction","July 01 2005",60,"POINT (-92.0462156 43.1013241)",2005-07-01
"6056",1946065,"Lockridge","July 01 2002",268,"POINT (-91.7492245 40.9936662)",2002-07-01
"6057",1959475,"Orange City","July 01 1991",5073,"POINT (-96.0565364 43.0019143)",1991-07-01
"6058",1950250,"Massena","July 01 1992",369,"POINT (-94.7698202 41.2506437)",1992-07-01
"6059",1929280,"Fruitland","July 01 2007",883,"POINT (-91.1287744 41.347424)",2007-07-01
"6060",1932520,"Gravity","July 01 2014",185,"POINT (-94.7435014 40.7601646)",2014-07-01
"6061",1978825,"Treynor","July 01 2003",936,"POINT (-95.6063422 41.2321933)",2003-07-01
"6062",1977970,"Thurman","April 01 1990",239,"POINT (-95.7488095 40.8202236)",1990-04-01
"6063",1943500,"Larrabee","July 01 2012",138,"POINT (-95.5447369 42.8615008)",2012-07-01
"6064",1962760,"Pierson","July 01 2005",356,"POINT (-95.8652766 42.5428025)",2005-07-01
"6065",1973155,"Silver City","July 01 2007",268,"POINT (-95.6378733 41.1113884)",2007-07-01
"6066",1942870,"Lambs Grove","July 01 2018",169,"POINT (-93.0793489 41.700753)",2018-07-01
"6067",1981840,"Walford","July 01 2005",1395,"POINT (-91.8305169 41.8796623)",2005-07-01
"6068",1922305,"Dows","July 01 2009",551,"POINT (-93.5012304 42.6592854)",2009-07-01
"6069",1937920,"Huxley","July 01 2019",4036,"POINT (-93.5913007 41.8960875)",2019-07-01
"6070",1925815,"Essex","July 01 1992",870,"POINT (-95.3038067 40.832679)",1992-07-01
"6071",1902395,"Aplington","July 01 2016",1087,"POINT (-92.88388 42.5819806)",2016-07-01
"6072",1956325,"New London","April 01 2000",1937,"POINT (-91.4011156 40.9231717)",2000-04-01
"6073",1949575,"Marne","July 01 1999",143,"POINT (-95.1107615 41.4489055)",1999-07-01
"6074",1977835,"Thornburg","July 01 2015",61,"POINT (-92.3327614 41.4553947)",2015-07-01
"6075",1930900,"Gilman","July 01 2004",575,"POINT (-92.7881403 41.878809)",2004-07-01
"6076",1974775,"St. Ansgar","April 01 2010",1107,"POINT (-91.4457379 42.0529659)",2010-04-01
"6077",1944805,"Lewis","July 01 1996",429,"POINT (-95.0842834 41.3064931)",1996-07-01
"6078",1983145,"Webster City","July 01 2018",7692,"POINT (-93.8166983 42.4623327)",2018-07-01
"6079",1929910,"Garnavillo","July 01 1997",713,"POINT (-91.2364097 42.8661313)",1997-07-01
"6080",1902350,"Anthon","July 01 2008",629,"POINT (-95.8656328 42.3881341)",2008-07-01
"6081",1973065,"Sidney","April 01 2010",1138,"POINT (-95.6442994 40.7459494)",2010-04-01
"6082",1948045,"McIntire","July 01 2018",124,"POINT (-92.5936847 43.4359606)",2018-07-01
"6083",1944265,"Lehigh","July 01 2016",403,"POINT (-94.0534845 42.3574683)",2016-07-01
"6084",1923790,"East Peru","July 01 2008",144,"POINT (-93.9295169 41.2270332)",2008-07-01
"6085",1982335,"Washington","April 01 2010",7266,"POINT (-91.6928008 41.2982237)",2010-04-01
"6086",1974505,"Springbrook","July 01 2017",146,"POINT (-90.479117 42.1655919)",2017-07-01
"6087",1905635,"Bellevue","July 01 2008",2313,"POINT (-90.4318375 42.2625585)",2008-07-01
"6088",1943050,"La Motte","July 01 1993",279,"POINT (-90.6234291 42.2957342)",1993-07-01
"6089",1986070,"Wilton","April 01 1990",2577,"POINT (-91.0269994 41.5898612)",1990-04-01
"6090",1925590,"Emmetsburg","July 01 2003",3723,"POINT (-94.6799659 43.1145862)",2003-07-01
"6091",1971040,"Scarville","July 01 2016",70,"POINT (-93.6165718 43.4709669)",2016-07-01
"6092",1910045,"Calmar","July 01 1996",1032,"POINT (-91.8677508 43.1805636)",1996-07-01
"6093",1926940,"Farnhamville","April 01 2000",430,"POINT (-94.407793 42.2767837)",2000-04-01
"6094",1956865,"Nodaway","July 01 2012",111,"POINT (-94.8953832 40.9365491)",2012-07-01
"6095",1944670,"Lester","July 01 2007",240,"POINT (-96.3314371 43.4402995)",2007-07-01
"6096",1979995,"Ute","July 01 2001",367,"POINT (-95.7058299 42.0499538)",2001-07-01
"6097",1983010,"Webb","July 01 2019",128,"POINT (-95.0129187 42.9497593)",2019-07-01
"6098",1961905,"Paullina","July 01 1992",1156,"POINT (-95.6840248 42.9796318)",1992-07-01
"6099",1911035,"Carpenter","July 01 2005",130,"POINT (-93.0172679 43.414988)",2005-07-01
"6100",1904195,"Badger","July 01 2005",580,"POINT (-94.1445463 42.6141459)",2005-07-01
"6101",1948855,"Manilla","April 01 1990",898,"POINT (-95.2345611 41.8923087)",1990-04-01
"6102",1975180,"Steamboat Rock","July 01 1993",330,"POINT (-93.0665057 42.4081346)",1993-07-01
"6103",1911215,"Carter Lake","July 01 1996",3332,"POINT (-95.9169331 41.2884608)",1996-07-01
"6104",1916950,"Craig","July 01 2011",90,"POINT (-96.3095738 42.8955639)",2011-07-01
"6105",1949845,"Martelle","July 01 2007",257,"POINT (-91.3577596 42.0204466)",2007-07-01
"6106",1932025,"Grand Mound","July 01 2016",614,"POINT (-90.6501579 41.8232709)",2016-07-01
"6107",1924780,"Elk Horn","July 01 2015",641,"POINT (-95.0615601 41.5929843)",2015-07-01
"6108",1958890,"Olds","July 01 2003",242,"POINT (-91.544229 41.1341655)",2003-07-01
"6109",1919000,"Davenport","July 01 1996",97727,"POINT (-90.6051955 41.5557666)",1996-07-01
"6110",1979905,"Urbana","July 01 1995",747,"POINT (-91.887274 42.2284093)",1995-07-01
"6111",1938280,"Indianola","July 01 2006",14210,"POINT (-93.5658922 41.3623795)",2006-07-01
"6112",1972660,"Sherrill","July 01 2016",175,"POINT (-90.7841885 42.6043231)",2016-07-01
"6113",1908605,"Britt","July 01 1998",2123,"POINT (-93.8031592 43.0974978)",1998-07-01
"6114",1902305,"Ankeny","April 01 2000",27117,"POINT (-93.603264 41.727907)",2000-04-01
"6115",1958665,"Ogden","July 01 2005",1995,"POINT (-94.0284384 42.0394235)",2005-07-01
"6116",1986070,"Wilton","July 01 2003",2802,"POINT (-91.0269994 41.5898612)",2003-07-01
"6117",1969690,"Sageville","July 01 2001",224,"POINT (-90.7061464 42.5489155)",2001-07-01
"6118",1935220,"Haverhill","July 01 1998",132,"POINT (-92.9607403 41.9441206)",1998-07-01
"6119",1906760,"Blairsburg","July 01 1998",281,"POINT (-93.6428357 42.47838)",1998-07-01
"6120",1961770,"Parnell","July 01 2019",264,"POINT (-92.0045582 41.583661)",2019-07-01
"6121",1945165,"Lime Springs","July 01 1999",437,"POINT (-92.2840819 43.4498475)",1999-07-01
"6122",1945255,"Lincoln","April 01 2000",182,"POINT (-92.6913872 42.2634642)",2000-04-01
"6123",1909280,"Buffalo Center","July 01 2007",845,"POINT (-93.9428112 43.3893894)",2007-07-01
"6124",1939585,"Jesup","July 01 1997",2072,"POINT (-92.0659027 42.4744701)",1997-07-01
"6125",1930630,"Gilbert","July 01 2011",1081,"POINT (-93.6462341 42.1072488)",2011-07-01
"6126",1968565,"Rome","April 01 2010",117,"POINT (-91.6818867 40.9821661)",2010-04-01
"6127",1972525,"Shenandoah","April 01 1990",5572,"POINT (-95.3720582 40.7583016)",1990-04-01
"6128",1916725,"Cotter","July 01 2015",47,"POINT (-91.4658078 41.2939949)",2015-07-01
"6129",1960555,"Owasa","July 01 1997",36,"POINT (-93.2049961 42.4316875)",1997-07-01
"6130",1978600,"Toronto","July 01 1997",134,"POINT (-90.8627574 41.9028894)",1997-07-01
"6131",1956910,"Nora Springs","July 01 1995",1495,"POINT (-93.0094807 43.1445424)",1995-07-01
"6132",1935940,"Hiawatha","July 01 1998",6631,"POINT (-91.6898564 42.0517806)",1998-07-01
"6133",1932115,"Grandview","July 01 2001",610,"POINT (-91.1882749 41.2772257)",2001-07-01
"6134",1928380,"Forest City","July 01 2007",4053,"POINT (-93.6364115 43.2569692)",2007-07-01
"6135",1913755,"Clarksville","July 01 2003",1382,"POINT (-92.6680076 42.7799869)",2003-07-01
"6136",1961230,"Palo","April 01 2010",1026,"POINT (-91.8000825 42.0645741)",2010-04-01
"6137",1962130,"Peosta","July 01 2005",972,"POINT (-90.8475209 42.447383)",2005-07-01
"6138",1959250,"Onslow","July 01 2006",214,"POINT (-91.0152515 42.1073153)",2006-07-01
"6139",1968340,"Rodman","July 01 2013",42,"POINT (-94.5271834 43.0265898)",2013-07-01
"6140",1961050,"Palmer","April 01 2000",214,"POINT (-94.5984729 42.6298621)",2000-04-01
"6141",1917985,"Cylinder","July 01 1992",110,"POINT (-94.5511492 43.089664)",1992-07-01
"6142",1952905,"Mitchell","July 01 2014",135,"POINT (-92.8708732 43.320421)",2014-07-01
"6143",1908695,"Brooklyn","July 01 2014",1440,"POINT (-92.4452965 41.731528)",2014-07-01
"6144",1907210,"Bode","July 01 1994",340,"POINT (-94.2862417 42.868027)",1994-07-01
"6145",1983595,"West Branch","July 01 2009",2307,"POINT (-91.3406612 41.6627654)",2009-07-01
"6146",1978915,"Tripoli","July 01 2002",1279,"POINT (-92.2578939 42.8083304)",2002-07-01
"6147",1972075,"Sharpsburg","July 01 2009",91,"POINT (-94.640482 40.802969)",2009-07-01
"6148",1944355,"Leland","April 01 2000",258,"POINT (-93.6350977 43.3318155)",2000-04-01
"6149",1954030,"Morley","July 01 2018",113,"POINT (-91.245872 42.006028)",2018-07-01
"6150",1977520,"Terril","July 01 1998",370,"POINT (-94.9689637 43.3058467)",1998-07-01
"6151",1924915,"Elliott","July 01 2019",318,"POINT (-95.1628646 41.1493673)",2019-07-01
"6152",1947775,"McCallsburg","July 01 2003",314,"POINT (-93.3906852 42.1648558)",2003-07-01
"6153",1968340,"Rodman","July 01 2002",55,"POINT (-94.5271834 43.0265898)",2002-07-01
"6154",1924735,"Elkhart","July 01 2019",918,"POINT (-93.5242476 41.7922878)",2019-07-01
"6155",1949755,"Marshalltown","July 01 2019",26666,"POINT (-92.9066945 42.0341021)",2019-07-01
"6156",1924780,"Elk Horn","July 01 2014",641,"POINT (-95.0615601 41.5929843)",2014-07-01
"6157",1967215,"Rippey","July 01 2004",298,"POINT (-94.2007998 41.9342117)",2004-07-01
"6158",1903655,"Audubon","July 01 1999",2391,"POINT (-94.9285729 41.7183297)",1999-07-01
"6159",1951735,"Middletown","July 01 2015",337,"POINT (-91.262221 40.8273404)",2015-07-01
"6160",1985890,"Williamson","April 01 1990",166,"",1990-04-01
"6161",1933060,"Grimes","July 01 2008",8418,"POINT (-93.7945972 41.6775439)",2008-07-01
"6162",1953760,"Montrose","July 01 1995",1010,"POINT (-91.4165412 40.526117)",1995-07-01
"6163",1918345,"Dana","July 01 2006",79,"POINT (-94.238368 42.1070968)",2006-07-01
"6164",1919450,"Dedham","July 01 2007",229,"POINT (-94.8232369 41.9087315)",2007-07-01
"6165",1914970,"Coin","July 01 2001",247,"POINT (-95.2348731 40.6560633)",2001-07-01
"6166",1976890,"Swisher","July 01 2004",841,"POINT (-91.6938947 41.8441956)",2004-07-01
"6167",1947100,"Lucas","July 01 1994",229,"POINT (-93.4610494 41.0322107)",1994-07-01
"6168",1932025,"Grand Mound","April 01 1990",619,"POINT (-90.6501579 41.8232709)",1990-04-01
"6169",1968295,"Rockwell City","July 01 1996",1923,"POINT (-94.6289164 42.3981318)",1996-07-01
"6170",1914160,"Clemons","July 01 2016",145,"POINT (-93.158508 42.1138981)",2016-07-01
"6171",1904645,"Barnum","July 01 1997",156,"POINT (-94.365698 42.5062002)",1997-07-01
"6172",1982470,"Waterville","July 01 2002",136,"POINT (-91.2960274 43.2083217)",2002-07-01
"6173",1960240,"Oto","July 01 2014",110,"POINT (-95.8945487 42.2820807)",2014-07-01
